Gmt time,Open,High,Low,Close,Volume
31.12.2019 22:00:00.000,1.12154,1.12154,1.12154,1.12154,0
01.01.2020 02:00:00.000,1.12154,1.12154,1.12154,1.12154,0
01.01.2020 06:00:00.000,1.12154,1.12154,1.12154,1.12154,0
01.01.2020 10:00:00.000,1.12154,1.12154,1.12154,1.12154,0
01.01.2020 14:00:00.000,1.12154,1.12154,1.12154,1.12154,0
01.01.2020 18:00:00.000,1.12154,1.12154,1.12154,1.12154,0
01.01.2020 22:00:00.000,1.12158,1.12247,1.12156,1.12213,6833.4101
02.01.2020 02:00:00.000,1.12212,1.12247,1.12010,1.12046,11301.2102
02.01.2020 06:00:00.000,1.12046,1.12142,1.12013,1.12032,24034.6304
02.01.2020 10:00:00.000,1.12033,1.12040,1.11832,1.11964,32155.3598
02.01.2020 14:00:00.000,1.11966,1.12032,1.11638,1.11700,189594.7881
02.01.2020 18:00:00.000,1.11701,1.11736,1.11638,1.11729,18323.715
02.01.2020 22:00:00.000,1.11728,1.11788,1.11700,1.11738,8380.939699999999
03.01.2020 02:00:00.000,1.11737,1.11777,1.11645,1.11665,13892.219699999997
03.01.2020 06:00:00.000,1.11666,1.11718,1.11402,1.11403,32248.2203
03.01.2020 10:00:00.000,1.11403,1.11490,1.11251,1.11382,37029.6807
03.01.2020 14:00:00.000,1.11382,1.11800,1.11355,1.11724,116057.586
03.01.2020 18:00:00.000,1.11723,1.11735,1.11528,1.11626,16824.475
03.01.2020 22:00:00.000,1.11626,1.11626,1.11626,1.11626,0
04.01.2020 02:00:00.000,1.11626,1.11626,1.11626,1.11626,0
04.01.2020 06:00:00.000,1.11626,1.11626,1.11626,1.11626,0
04.01.2020 10:00:00.000,1.11626,1.11626,1.11626,1.11626,0
04.01.2020 14:00:00.000,1.11626,1.11626,1.11626,1.11626,0
04.01.2020 18:00:00.000,1.11626,1.11626,1.11626,1.11626,0
04.01.2020 22:00:00.000,1.11626,1.11626,1.11626,1.11626,0
05.01.2020 02:00:00.000,1.11626,1.11626,1.11626,1.11626,0
05.01.2020 06:00:00.000,1.11626,1.11626,1.11626,1.11626,0
05.01.2020 10:00:00.000,1.11626,1.11626,1.11626,1.11626,0
05.01.2020 14:00:00.000,1.11626,1.11626,1.11626,1.11626,0
05.01.2020 18:00:00.000,1.11626,1.11626,1.11626,1.11626,0
05.01.2020 22:00:00.000,1.11687,1.11703,1.11596,1.11630,12820.5499
06.01.2020 02:00:00.000,1.11631,1.11712,1.11607,1.11626,11259.240300000001
06.01.2020 06:00:00.000,1.11626,1.11938,1.11574,1.11935,30858.360399999997
06.01.2020 10:00:00.000,1.11935,1.12058,1.11901,1.11979,32842.3203
06.01.2020 14:00:00.000,1.11978,1.12004,1.11811,1.11953,38145.9898
06.01.2020 18:00:00.000,1.11953,1.11994,1.11881,1.11977,12833.2095
06.01.2020 22:00:00.000,1.11980,1.11980,1.11894,1.11936,7870.1548999999995
07.01.2020 02:00:00.000,1.11935,1.11946,1.11830,1.11832,8892.6201
07.01.2020 06:00:00.000,1.11831,1.11899,1.11727,1.11849,33599.720199999996
07.01.2020 10:00:00.000,1.11849,1.11864,1.11549,1.11562,39988.760200000004
07.01.2020 14:00:00.000,1.11562,1.11624,1.11337,1.11426,40314.46
07.01.2020 18:00:00.000,1.11426,1.11553,1.11415,1.11543,14148.394999999998
07.01.2020 22:00:00.000,1.11543,1.11685,1.11451,1.11560,26712.404300000002
08.01.2020 02:00:00.000,1.11559,1.11615,1.11454,1.11494,21951.7908
08.01.2020 06:00:00.000,1.11493,1.11551,1.11255,1.11386,37579.0195
08.01.2020 10:00:00.000,1.11386,1.11388,1.11115,1.11201,44536.3096
08.01.2020 14:00:00.000,1.11201,1.11310,1.11091,1.11182,47840.1699
08.01.2020 18:00:00.000,1.11181,1.11181,1.11018,1.11060,19811.1157
08.01.2020 22:00:00.000,1.11059,1.11197,1.11039,1.11176,10754.2861
09.01.2020 02:00:00.000,1.11174,1.11192,1.11129,1.11185,9129.07
09.01.2020 06:00:00.000,1.11186,1.11206,1.10986,1.10997,33694.83010000001
09.01.2020 10:00:00.000,1.10997,1.11175,1.10968,1.11151,35679.8193
09.01.2020 14:00:00.000,1.11151,1.11151,1.10925,1.11049,38053.2393
09.01.2020 18:00:00.000,1.11050,1.11100,1.11036,1.11067,13848.1585
09.01.2020 22:00:00.000,1.11068,1.11096,1.11023,1.11044,7606.482400000001
10.01.2020 02:00:00.000,1.11044,1.11113,1.11037,1.11091,7826.709900000001
10.01.2020 06:00:00.000,1.11091,1.11113,1.10913,1.10965,24885.8891
10.01.2020 10:00:00.000,1.10966,1.11140,1.10852,1.10969,36368.4488
10.01.2020 14:00:00.000,1.10969,1.11293,1.10864,1.11226,81966.13919999999
10.01.2020 18:00:00.000,1.11225,1.11256,1.11174,1.11256,10900.1919
10.01.2020 22:00:00.000,1.11256,1.11256,1.11256,1.11256,0
11.01.2020 02:00:00.000,1.11256,1.11256,1.11256,1.11256,0
11.01.2020 06:00:00.000,1.11256,1.11256,1.11256,1.11256,0
11.01.2020 10:00:00.000,1.11256,1.11256,1.11256,1.11256,0
11.01.2020 14:00:00.000,1.11256,1.11256,1.11256,1.11256,0
11.01.2020 18:00:00.000,1.11256,1.11256,1.11256,1.11256,0
11.01.2020 22:00:00.000,1.11256,1.11256,1.11256,1.11256,0
12.01.2020 02:00:00.000,1.11256,1.11256,1.11256,1.11256,0
12.01.2020 06:00:00.000,1.11256,1.11256,1.11256,1.11256,0
12.01.2020 10:00:00.000,1.11256,1.11256,1.11256,1.11256,0
12.01.2020 14:00:00.000,1.11256,1.11256,1.11256,1.11256,0
12.01.2020 18:00:00.000,1.11256,1.11256,1.11256,1.11256,0
12.01.2020 22:00:00.000,1.11183,1.11219,1.11137,1.11214,5378.92
13.01.2020 02:00:00.000,1.11215,1.11320,1.11202,1.11299,8573.0499
13.01.2020 06:00:00.000,1.11300,1.11363,1.11149,1.11153,28303.030399999996
13.01.2020 10:00:00.000,1.11152,1.11285,1.11127,1.11189,30676.010299999998
13.01.2020 14:00:00.000,1.11189,1.11470,1.11177,1.11400,33904.6797
13.01.2020 18:00:00.000,1.11399,1.11450,1.11333,1.11342,9996.554800000001
13.01.2020 22:00:00.000,1.11348,1.11424,1.11314,1.11374,11263.240600000001
14.01.2020 02:00:00.000,1.11374,1.11390,1.11355,1.11372,8957.3901
14.01.2020 06:00:00.000,1.11372,1.11447,1.11305,1.11316,27146.4397
14.01.2020 10:00:00.000,1.11315,1.11356,1.11054,1.11104,41534.249
14.01.2020 14:00:00.000,1.11105,1.11328,1.11046,1.11312,36852.0504
14.01.2020 18:00:00.000,1.11311,1.11350,1.11248,1.11292,13921.727599999998
14.01.2020 22:00:00.000,1.11302,1.11314,1.11263,1.11298,7203.6099
15.01.2020 02:00:00.000,1.11298,1.11348,1.11271,1.11342,8361.6501
15.01.2020 06:00:00.000,1.11340,1.11370,1.11186,1.11286,23284.0103
15.01.2020 10:00:00.000,1.11286,1.11550,1.11251,1.11492,37642.409700000004
15.01.2020 14:00:00.000,1.11491,1.11635,1.11433,1.11577,50276.6094
15.01.2020 18:00:00.000,1.11577,1.11598,1.11483,1.11498,15312.5527
15.01.2020 22:00:00.000,1.11498,1.11583,1.11495,1.11537,8003.7022
16.01.2020 02:00:00.000,1.11538,1.11552,1.11498,1.11499,7087.9601
16.01.2020 06:00:00.000,1.11500,1.11639,1.11447,1.11535,28419.700399999998
16.01.2020 10:00:00.000,1.11534,1.11728,1.11502,1.11515,34518.3896
16.01.2020 14:00:00.000,1.11515,1.11603,1.11281,1.11348,47219.731
16.01.2020 18:00:00.000,1.11348,1.11384,1.11319,1.11372,16688.474599999997
16.01.2020 22:00:00.000,1.11368,1.11395,1.11341,1.11370,7746.1801000000005
17.01.2020 02:00:00.000,1.11371,1.11427,1.11310,1.11367,10370.599799999998
17.01.2020 06:00:00.000,1.11366,1.11413,1.11249,1.11279,26370.9504
17.01.2020 10:00:00.000,1.11279,1.11284,1.10981,1.11005,35421.370599999995
17.01.2020 14:00:00.000,1.11007,1.11062,1.10863,1.10913,38391.5909
17.01.2020 18:00:00.000,1.10912,1.10948,1.10896,1.10920,10690.2053
17.01.2020 22:00:00.000,1.10920,1.10920,1.10920,1.10920,0
18.01.2020 02:00:00.000,1.10920,1.10920,1.10920,1.10920,0
18.01.2020 06:00:00.000,1.10920,1.10920,1.10920,1.10920,0
18.01.2020 10:00:00.000,1.10920,1.10920,1.10920,1.10920,0
18.01.2020 14:00:00.000,1.10920,1.10920,1.10920,1.10920,0
18.01.2020 18:00:00.000,1.10920,1.10920,1.10920,1.10920,0
18.01.2020 22:00:00.000,1.10920,1.10920,1.10920,1.10920,0
19.01.2020 02:00:00.000,1.10920,1.10920,1.10920,1.10920,0
19.01.2020 06:00:00.000,1.10920,1.10920,1.10920,1.10920,0
19.01.2020 10:00:00.000,1.10920,1.10920,1.10920,1.10920,0
19.01.2020 14:00:00.000,1.10920,1.10920,1.10920,1.10920,0
19.01.2020 18:00:00.000,1.10920,1.10920,1.10920,1.10920,0
19.01.2020 22:00:00.000,1.10940,1.10988,1.10891,1.10965,8026.422
20.01.2020 02:00:00.000,1.10964,1.10991,1.10942,1.10981,7749.91
20.01.2020 06:00:00.000,1.10982,1.11024,1.10824,1.10898,22188.4696
20.01.2020 10:00:00.000,1.10898,1.10907,1.10807,1.10836,16428.43
20.01.2020 14:00:00.000,1.10836,1.10869,1.10769,1.10836,17372.6401
20.01.2020 18:00:00.000,1.10835,1.10982,1.10825,1.10957,12592.2851
20.01.2020 22:00:00.000,1.10957,1.10982,1.10890,1.10907,9179.710899999998
21.01.2020 02:00:00.000,1.10907,1.10995,1.10907,1.10955,9717.9998
21.01.2020 06:00:00.000,1.10956,1.10976,1.10857,1.10912,26475.580100000003
21.01.2020 10:00:00.000,1.10912,1.11181,1.10904,1.11138,34368.640100000004
21.01.2020 14:00:00.000,1.11137,1.11139,1.10890,1.10919,31146.9202
21.01.2020 18:00:00.000,1.10920,1.10955,1.10811,1.10827,15063.984
21.01.2020 22:00:00.000,1.10827,1.10871,1.10778,1.10820,8073.9699
22.01.2020 02:00:00.000,1.10819,1.10858,1.10775,1.10847,9525.0599
22.01.2020 06:00:00.000,1.10846,1.10929,1.10751,1.10909,26872.0204
22.01.2020 10:00:00.000,1.10910,1.10948,1.10773,1.10900,32543.25
22.01.2020 14:00:00.000,1.10900,1.10985,1.10702,1.10858,40808.3496
22.01.2020 18:00:00.000,1.10859,1.10955,1.10841,1.10932,11562.7302
22.01.2020 22:00:00.000,1.10940,1.10999,1.10799,1.10895,10938.52
23.01.2020 02:00:00.000,1.10894,1.10916,1.10812,1.10833,11083.3401
23.01.2020 06:00:00.000,1.10833,1.10924,1.10791,1.10845,22298.750200000002
23.01.2020 10:00:00.000,1.10845,1.11089,1.10804,1.10868,42096.2895
23.01.2020 14:00:00.000,1.10868,1.10907,1.10365,1.10511,64893.1493
23.01.2020 18:00:00.000,1.10510,1.10591,1.10483,1.10554,13948.470000000001
23.01.2020 22:00:00.000,1.10552,1.10596,1.10508,1.10540,5921.9016
24.01.2020 02:00:00.000,1.10540,1.10540,1.10466,1.10490,5996.91
24.01.2020 06:00:00.000,1.10490,1.10618,1.10339,1.10361,29965.130100000002
24.01.2020 10:00:00.000,1.10360,1.10399,1.10263,1.10389,28690.8496
24.01.2020 14:00:00.000,1.10391,1.10400,1.10197,1.10273,39039.4698
24.01.2020 18:00:00.000,1.10274,1.10331,1.10245,1.10280,11473.824999999998
24.01.2020 22:00:00.000,1.10280,1.10280,1.10280,1.10280,0
25.01.2020 02:00:00.000,1.10280,1.10280,1.10280,1.10280,0
25.01.2020 06:00:00.000,1.10280,1.10280,1.10280,1.10280,0
25.01.2020 10:00:00.000,1.10280,1.10280,1.10280,1.10280,0
25.01.2020 14:00:00.000,1.10280,1.10280,1.10280,1.10280,0
25.01.2020 18:00:00.000,1.10280,1.10280,1.10280,1.10280,0
25.01.2020 22:00:00.000,1.10280,1.10280,1.10280,1.10280,0
26.01.2020 02:00:00.000,1.10280,1.10280,1.10280,1.10280,0
26.01.2020 06:00:00.000,1.10280,1.10280,1.10280,1.10280,0
26.01.2020 10:00:00.000,1.10280,1.10280,1.10280,1.10280,0
26.01.2020 14:00:00.000,1.10280,1.10280,1.10280,1.10280,0
26.01.2020 18:00:00.000,1.10280,1.10280,1.10280,1.10280,0
26.01.2020 22:00:00.000,1.10355,1.10355,1.10248,1.10338,18454.100800000003
27.01.2020 02:00:00.000,1.10339,1.10360,1.10269,1.10310,7780.9301000000005
27.01.2020 06:00:00.000,1.10310,1.10378,1.10153,1.10211,30377.8404
27.01.2020 10:00:00.000,1.10211,1.10318,1.10185,1.10275,29063.840300000003
27.01.2020 14:00:00.000,1.10274,1.10323,1.10098,1.10154,42278.740699999995
27.01.2020 18:00:00.000,1.10154,1.10204,1.10130,1.10196,10481.44
27.01.2020 22:00:00.000,1.10195,1.10253,1.10171,1.10201,7151.8699
28.01.2020 02:00:00.000,1.10201,1.10232,1.10179,1.10220,5407.8101
28.01.2020 06:00:00.000,1.10219,1.10237,1.10129,1.10169,27774.159400000004
28.01.2020 10:00:00.000,1.10170,1.10227,1.10021,1.10055,31869.699200000002
28.01.2020 14:00:00.000,1.10056,1.10109,1.09980,1.10091,36780.8604
28.01.2020 18:00:00.000,1.10091,1.10230,1.10091,1.10226,9052.015
28.01.2020 22:00:00.000,1.10226,1.10278,1.10162,1.10169,8929.71
29.01.2020 02:00:00.000,1.10168,1.10173,1.10114,1.10151,7769.73
29.01.2020 06:00:00.000,1.10152,1.10167,1.09947,1.10023,23664.0001
29.01.2020 10:00:00.000,1.10023,1.10043,1.09924,1.09926,26268.190499999997
29.01.2020 14:00:00.000,1.09927,1.10099,1.09927,1.10051,36228.6604
29.01.2020 18:00:00.000,1.10052,1.10209,1.09987,1.10107,19093.9549
29.01.2020 22:00:00.000,1.10107,1.10182,1.10089,1.10112,8089.6251
30.01.2020 02:00:00.000,1.10113,1.10175,1.10112,1.10136,8484.8499
30.01.2020 06:00:00.000,1.10136,1.10215,1.10070,1.10192,27585.3599
30.01.2020 10:00:00.000,1.10192,1.10321,1.10116,1.10257,35904.4405
30.01.2020 14:00:00.000,1.10257,1.10383,1.10153,1.10379,42162.6109
30.01.2020 18:00:00.000,1.10378,1.10395,1.10288,1.10338,16527.0049
30.01.2020 22:00:00.000,1.10341,1.10360,1.10268,1.10294,7927.831099999999
31.01.2020 02:00:00.000,1.10293,1.10334,1.10216,1.10219,7640.860199999999
31.01.2020 06:00:00.000,1.10217,1.10343,1.10170,1.10290,23794.5
31.01.2020 10:00:00.000,1.10290,1.10560,1.10228,1.10553,37050.6796
31.01.2020 14:00:00.000,1.10553,1.10906,1.10489,1.10831,51686.3799
31.01.2020 18:00:00.000,1.10830,1.10961,1.10781,1.10952,18827.0755
31.01.2020 22:00:00.000,1.10952,1.10952,1.10952,1.10952,0